2580	67156	18831	1178	20009
2600	43579	18778	1277	20055
2620	12974	17823	2148	19971
2640	145	16269	3346	19615
2660	0	13020	4483	17503
2680	0	11201	5592	16793
2700	0	9614	6589	16203
2720	0	7997	7683	15680
2740	0	6570	8659	15229
2760	0	5294	9528	14822
2780	0	4045	10382	14427
2800	0	2907	11148	14055
2820	0	2461	11208	13669
2840	0	2314	10902	13216
2860	0	2166	10691	12857
2880	0	2036	10500	12536
2900	129148	1922	10301	12223
2920	351660	9959	10113	20072
2940	464230	10250	9945	20195
2960	349357	10197	9793	19990
2980	123902	10241	9750	19991
3000	7792	10581	9684	20265
3020	0	7738	9611	17349
3040	0	6811	9543	16354
3060	0	6277	9475	15752
3080	0	5888	9360	15248
3100	0	5524	9231	14755
3120	0	5215	9090	14305
3140	0	4928	8944	13872
3160	0	4681	8768	13449
3180	0	4470	8564	13034
3200	0	4274	8279	12553
3220	0	4067	8091	12158
3240	0	3879	7902	11781
3260	68289	3712	7696	11408
3280	312485	4123	7500	11623
3300	467763	13037	7315	20352
3320	421302	13659	7214	20873
3340	183370	12683	7333	20016
3360	24133	12537	7453	19990
3380	0	10531	7509	18040
3400	0	8809	7587	16396
3420	0	8102	7660	15762
3440	0	7466	7732	15198
3460	0	6914	7752	14666
3480	0	6391	7760	14151
3500	0	5930	7752	13682
3520	0	5544	7685	13229
3540	0	5346	7427	12773
3560	0	5111	7226	12337
3580	0	4920	6928	11848
3600	0	4723	6718	11441
3620	4581	4561	6513	11074
3640	208930	4375	6310	10685
3660	353448	13859	6132	19991
3680	379902	14020	5972	19992
3700	190234	13813	6180	19993
3720	40671	14170	6405	20575
3740	0	12176	6583	18759
3760	0	9858	6726	16584
3780	0	9053	6849	15902
3800	0	8373	6942	15315
3820	0	7728	7011	14739
3840	0	7176	7057	14233
3860	0	6620	7086	13706
3880	0	6116	7098	13214
3900	0	5874	6874	12748
3920	0	5668	6633	12301
3940	0	5455	6332	11787
3960	0	5251	6101	11352
3980	0	5068	5860	10928
4000	133861	4907	5646	10553
4020	281649	14645	5420	20065
4040	322019	14838	5200	20038
4060	202303	14782	5286	20068
4080	57018	14449	5541	19990
4100	507	14140	5767	19907
4120	0	10792	5941	16733
4140	0	9723	6115	15838
4160	0	8923	6254	15177
4180	0	8311	6375	14686
4200	0	7673	6442	14115
4220	0	7096	6480	13576
4240	0	6546	6543	13089
4260	0	6221	6371	12592
4280	0	5993	6097	12090
4300	0	5738	5771	11509
4320	0	5547	5523	11070
4340	0	5322	5308	10630
4360	77236	5125	5079	10204
4380	214305	10152	4867	15019
4400	278489	15325	4665	19990
4420	206552	15315	4675	19990
4440	73030	15103	4885	19988
4460	4582	14862	5119	19981
4480	0	11764	5297	17061
4500	0	10523	5431	15954
4520	0	9725	5562	15287
4540	0	9026	5659	14685
4560	0	8364	5784	14148
4580	0	7757	5840	13597
4600	0	7152	5928	13080
4620	0	6712	5850	12562
4640	0	6460	5583	12043
4660	0	6247	5323	11570
4680	0	6053	5009	11062
4700	0	5846	4789	10635
4720	34570	5650	4566	10216
4740	158648	5870	4364	10234
4760	229949	16253	4135	20388
4780	207827	16510	4012	20522
4800	92069	15834	4275	20109
4820	12039	15602	4528	20130
4840	0	13026	4748	17774
4860	0	11156	4975	16131
4880	0	10247	5167	15414
4900	0	9490	5309	14799
4920	0	8770	5441	14211
4940	0	8103	5523	13626
4960	0	7419	5631	13050
4980	0	6847	5691	12538
5000	0	6637	5421	12058
5020	0	6406	5161	11567
5040	0	6182	4822	11004
5060	0	5970	4569	10539
5080	1806	5764	4344	10108
5100	116546	5566	4132	9698
5120	204636	16072	3919	19991
5140	214206	16256	3735	19991
5160	102382	16131	3965	20096
5180	20124	15753	4237	19990
5200	0	14362	4452	18814
5220	0	11693	4719	16412
5240	0	10782	4912	15694
5260	0	9941	5086	15027
5280	0	9100	5285	14385
5300	0	8382	5424	13806
5320	0	7710	5569	13279
5340	0	7135	5658	12793
5360	0	6846	5453	12299
5380	0	6613	5193	11806
5400	0	6402	4842	11244
5420	0	6191	4627	10818
5440	0	5975	4406	10381
5460	87095	5793	4205	9998
5480	189016	16398	4007	20405
5500	223733	16543	3796	20339
5520	140336	16086	3905	19991
5540	41938	15760	4239	19999
5560	517	15437	4517	19954
5580	0	12019	4796	16815
5600	0	10867	5034	15901
5620	0	9992	5245	15237
5640	0	9238	5415	14653
5660	0	8506	5637	14143
5680	0	7842	5769	13611
5700	0	7196	5863	13059
5720	0	6781	5802	12583
5740	0	6560	5575	12135
5760	0	6373	5270	11643
5780	0	6166	5043	11209
5800	0	5960	4829	10789
5820	65761	5732	4614	10346
5840	183124	9903	4426	14329
5860	236145	16453	4238	20691
5880	176521	15787	4202	19989
5900	63954	15497	4494	19991
5920	4129	15050	4767	19817
5940	0	12109	4971	17080
5960	0	10754	5186	15940
5980	0	9838	5422	15260
6000	0	9009	5631	14640
6020	0	8266	5762	14028
6040	0	7585	5864	13449
6060	0	6957	5961	12918
6080	0	6435	5966	12401
6100	0	6213	5705	11918
6120	0	5994	5454	11448
6140	0	5772	5173	10945
6160	0	5612	4971	10583
6180	33244	5425	4735	10160
6200	157499	5588	4526	10114
6220	236754	16084	4345	20429
6240	218296	16232	4213	20445
6260	97163	15542	4503	20045
6280	14046	15242	4717	19959
6300	0	13041	4906	17947
6320	0	11074	5139	16213
6340	0	10206	5307	15513
6360	0	9422	5478	14900
6380	0	8735	5615	14350
6400	0	8013	5755	13768
6420	0	7380	5831	13211
6440	0	6807	5881	12688
6460	0	6555	5603	12158
6480	0	6348	5372	11720
6500	0	6119	5038	11157
6520	0	5917	4778	10695
6540	2495	5733	4519	10252
6560	128457	5538	4306	9844
6580	215118	15945	4114	20059
6600	226414	16206	3902	20108
6620	112974	15871	4122	19993
6640	22919	15570	4415	19985
6660	0	14119	4618	18737
6680	0	11646	4833	16479
6700	0	10588	5082	15670
6720	0	9711	5283	14994
6740	0	8963	5468	14431
6760	0	8280	5570	13850
6780	0	7649	5701	13350
6800	0	7011	5817	12828
6820	0	6715	5594	12309
6840	0	6484	5331	11815
6860	0	6299	4971	11270
6880	0	6101	4737	10838
6900	0	5931	4521	10452
6920	86469	5725	4320	10045
6940	190274	16239	4116	20355
6960	227774	16718	3906	20624
6980	140037	15963	4026	19989
7000	38599	16126	4335	20461
7020	359	15390	4568	19958
7040	0	11944	4794	16738
7060	0	10853	5012	15865
7080	0	9943	5270	15213
7100	0	9163	5490	14653
7120	0	8419	5676	14095
7140	0	7736	5815	13551
7160	0	7096	5906	13002
7180	0	6718	5777	12495
7200	0	6474	5536	12010
7220	0	6264	5294	11558
7240	0	6036	4984	11020
7260	0	5860	4765	10625
7280	64201	5683	4562	10245
7300	181173	9414	4366	13780
7320	233072	16620	4146	20766
7340	176346	16808	4120	20928
7360	63136	15624	4366	19990
7380	4515	15470	4637	20107
7400	0	12236	4909	17145
7420	0	10858	5139	15997
7440	0	9985	5335	15320
7460	0	9174	5557	14731
7480	0	8423	5749	14172
7500	0	7784	5845	13629
7520	0	7171	5940	13111
7540	0	6686	5968	12654
7560	0	6441	5714	12155
7580	0	6213	5481	11694
7600	0	5991	5144	11135
7620	0	5784	4908	10692
7640	36182	5574	4695	10269
7660	160825	5838	4487	10325
7680	232826	16178	4280	20458
7700	211895	16397	4111	20508
7720	91789	16130	4336	20466
7740	13530	15349	4637	19986
7760	0	13037	4863	17900
7780	0	11072	5108	16180
7800	0	10179	5314	15493
7820	0	9378	5510	14888
7840	0	8609	5654	14263
7860	0	7936	5735	13671
7880	0	7314	5821	13135
7900	0	6751	5863	12614
7920	0	6527	5600	12127
7940	0	6312	5355	11667
7960	0	6096	5021	11117
7980	0	5893	4782	10675
